"FileName","Extension","SizeKB","UsedOnAnyGrinsHtmlPage","ProposedCharacter","ProposedPageFile","ProposedSection","PageAlreadyExists","ProposedAction","ReviewNotes","FullPath"
"Mad Magazine Alfred Grin ORIGINAL.1.jpg",".jpg","214.4","True","Mad Magazine Alfred Grin ORIGINAL.1","mad-magazine-alfred-grin-original-1.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Magazine Alfred Grin ORIGINAL.1.jpg"
"Mad Magazine Alfred Grin ORIGINAL.jpeg",".jpeg","49.2","True","Mad Magazine Alfred Grin","mad-magazine-alfred-grin.html","Original Drawing","True","Add to existing page","JPEG extension: verify exact extension is preserved.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Magazine Alfred Grin ORIGINAL.jpeg"
"Mad Magazine Alfred Grin ORIGINAL.jpg",".jpg","197.9","True","Mad Magazine Alfred Grin","mad-magazine-alfred-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Magazine Alfred Grin ORIGINAL.jpg"
"Mad Mickey Grin drawing ORIGINAL.jpg",".jpg","290.1","True","Mad Mickey Grin drawing","mad-mickey-grin-drawing.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Mickey Grin drawing ORIGINAL.jpg"
"Mad Mickey Grin ORIGINAL COLOR.jpg",".jpg","308.4","False","Mad Mickey Grin","mad-mickey-grin.html","Original Drawing","False","Likely create new page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mad Mickey Grin ORIGINAL COLOR.jpg"
"Maggie Grin back B&W.jpg",".jpg","305.5","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin back B&W.jpg"
"Maggie Grin back COLOR.jpg",".jpg","381.1","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin back COLOR.jpg"
"Maggie Grin back ORIGINAL.jpg",".jpg","21.7","True","Maggie Grin","maggie-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin back ORIGINAL.jpg"
"Maggie Grin front B&W.jpg",".jpg","402.5","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin front B&W.jpg"
"Maggie Grin front COLOR.jpg",".jpg","212","True","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin front COLOR.jpg"
"Maggie Grin front ORIGINAL.jpg",".jpg","183.5","True","Maggie Grin","maggie-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin front ORIGINAL.jpg"
"Maggie Grin side B&W.jpg",".jpg","422.3","False","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin side B&W.jpg"
"Maggie Grin side COLOR.jpg",".jpg","176.7","True","Maggie Grin","maggie-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin side COLOR.jpg"
"Maggie Grin side ORIGINAL.jpg",".jpg","170.6","True","Maggie Grin","maggie-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Maggie Grin side ORIGINAL.jpg"
"Man Shark COLORED.jpg",".jpg","344.4","False","Man Shark COLORED","man-shark-colored.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Man Shark COLORED.jpg"
"Manny Pacquaio Grin B&W.jpg",".jpg","290","False","Manny Pacquaio Grin","manny-pacquaio-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin B&W.jpg"
"Manny Pacquaio Grin ORIGINAL COLOR 1.jpg",".jpg","266.8","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL COLOR 1.jpg"
"Manny Pacquaio Grin ORIGINAL COLOR 2.jpg",".jpg","245","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL COLOR 2.jpg"
"Manny Pacquaio Grin ORIGINAL COLOR 3.jpg",".jpg","260.8","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL COLOR 3.jpg"
"Manny Pacquaio Grin ORIGINAL head.jpg",".jpg","300.4","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL head.jpg"
"Manny Pacquaio Grin ORIGINAL legs.jpg",".jpg","226.9","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL legs.jpg"
"Manny Pacquaio Grin ORIGINAL torso.jpg",".jpg","276.7","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL torso.jpg"
"Manny Pacquaio Grin ORIGINAL.jpg",".jpg","211.4","True","Manny Pacquaio Grin","manny-pacquaio-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Manny Pacquaio Grin ORIGINAL.jpg"
"Marge Grin back  COLOR.jpg",".jpg","101.4","True","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin back  COLOR.jpg"
"Marge Grin back ORIGINAL.jpg",".jpg","100.1","True","Marge Grin","marge-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin back ORIGINAL.jpg"
"Marge Grin front B&W.jpg",".jpg","89.3","True","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin front B&W.jpg"
"Marge Grin front COLOR.jpg",".jpg","391.2","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin front COLOR.jpg"
"Marge Grin front ORIGINAL.jpg",".jpg","120.1","True","Marge Grin","marge-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin front ORIGINAL.jpg"
"Marge Grin left side B&W.jpg",".jpg","343.2","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin left side B&W.jpg"
"Marge Grin left side COLOR.jpg",".jpg","314.8","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin left side COLOR.jpg"
"Marge Grin left side ORIGINAL.jpg",".jpg","109.2","True","Marge Grin","marge-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin left side ORIGINAL.jpg"
"Marge Grin right side B&W.jpg",".jpg","343","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin right side B&W.jpg"
"Marge Grin right side COLOR.jpg",".jpg","316.4","False","Marge Grin","marge-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin right side COLOR.jpg"
"Marge Grin right side ORIGINAL.jpg",".jpg","107.9","True","Marge Grin","marge-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Marge Grin right side ORIGINAL.jpg"
"Mario Grin front B&W.jpg",".jpg","326.7","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin front B&W.jpg"
"Mario Grin front COLOR.jpg",".jpg","378.1","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin front COLOR.jpg"
"Mario Grin front ORIGINAL.jpg",".jpg","239.9","True","Mario Grin","mario-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin front ORIGINAL.jpg"
"Mario Grin left side B&W.jpg",".jpg","192.5","True","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin left side B&W.jpg"
"Mario Grin left side COLOR.jpg",".jpg","322.2","False","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin left side COLOR.jpg"
"Mario Grin left side ORIGINAL.jpg",".jpg","225.1","True","Mario Grin","mario-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin left side ORIGINAL.jpg"
"Mario Grin right side B&W.jpg",".jpg","167.3","True","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin right side B&W.jpg"
"Mario Grin right side COLOR.jpg",".jpg","227.9","True","Mario Grin","mario-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin right side COLOR.jpg"
"Mario Grin right side ORIGINAL.jpg",".jpg","210.9","True","Mario Grin","mario-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mario Grin right side ORIGINAL.jpg"
"Max Grin COLOR.jpg",".jpg","374.9","False","Max Grin","max-grin.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin COLOR.jpg"
"Max Grin ORIGINAL.jpg",".jpg","144.1","False","Max Grin","max-grin.html","Original Drawing","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin ORIGINAL.jpg"
"Max Grin png.jpg",".jpg","369.6","False","Max Grin png","max-grin-png.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Max Grin png.jpg"
"MC Grin 2 card.png",".png","220.4","True","MC Grin 2","mc-grin-2.html","Collector Cards","True","Add to existing page","Filename suggests collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin 2 card.png"
"MC Grin B&W.jpg",".jpg","306.9","False","MC Grin","mc-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin B&W.jpg"
"MC Grin card.jpg",".jpg","148.7","True","MC Grin","mc-grin.html","Collector Cards","True","Add to existing page","Filename suggests collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin card.jpg"
"MC Grin COLOR.jpg",".jpg","284.5","False","MC Grin","mc-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin COLOR.jpg"
"MC Grin ORIGINAL COLOR 2.png",".png","220.4","False","MC Grin","mc-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin ORIGINAL COLOR 2.png"
"MC Grin ORIGINAL COLOR.jpg",".jpg","148.7","False","MC Grin","mc-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Grin ORIGINAL COLOR.jpg"
"MC Supersize Grin Flying B&W.jpg",".jpg","344.8","False","MC Supersize Grin Flying","mc-supersize-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying B&W.jpg"
"MC Supersize Grin Flying COLOR.1.jpg",".jpg","299","False","MC Supersize Grin Flying COLOR.1","mc-supersize-grin-flying-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying COLOR.1.jpg"
"MC Supersize Grin Flying COLOR.jpg",".jpg","179.6","False","MC Supersize Grin Flying","mc-supersize-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying COLOR.jpg"
"MC Supersize Grin Flying ORIGINAL.jpg",".jpg","316.3","True","MC Supersize Grin Flying","mc-supersize-grin-flying.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersize Grin Flying ORIGINAL.jpg"
"MC Supersized Grin 2 B&W.jpg",".jpg","455.9","False","MC Supersized Grin 2","mc-supersized-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin 2 B&W.jpg"
"MC Supersized Grin 2 COLOR.jpg",".jpg","256","True","MC Supersized Grin 2","mc-supersized-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin 2 COLOR.jpg"
"MC Supersized Grin 2 ORIGINAL.jpg",".jpg","230.6","True","MC Supersized Grin 2","mc-supersized-grin-2.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin 2 ORIGINAL.jpg"
"MC Supersized Grin B&W.jpg",".jpg","435.7","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin B&W.jpg"
"MC Supersized Grin COLOR.jpg",".jpg","338.9","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin COLOR.jpg"
"MC Supersized Grin ORIGINAL.jpg",".jpg","210.4","True","MC Supersized Grin","mc-supersized-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin ORIGINAL.jpg"
"MC Supersized Grin side B&W.jpeg",".jpeg","104.4","True","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","JPEG extension: verify exact extension is preserved. Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin side B&W.jpeg"
"MC Supersized Grin side COLOR.jpg",".jpg","86.2","False","MC Supersized Grin","mc-supersized-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin side COLOR.jpg"
"MC Supersized Grin side ORIGINAL.jpg",".jpg","163.3","True","MC Supersized Grin","mc-supersized-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\MC Supersized Grin side ORIGINAL.jpg"
"Melting Grinnie side view 1 COLOR.png",".png","136.1","True","Melting Grinnie","melting-grinnie.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Grinnie side view 1 COLOR.png"
"Melting Grinnie side view 2 COLOR.png",".png","128.5","True","Melting Grinnie","melting-grinnie.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Grinnie side view 2 COLOR.png"
"Melting Grinnie side view 3 COLOR.png",".png","127.5","True","Melting Grinnie","melting-grinnie.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Grinnie side view 3 COLOR.png"
"Melting Monster Grin B&W.jpg",".jpg","464.2","False","Melting Monster Grin","melting-monster-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Monster Grin B&W.jpg"
"Melting Monster Grin COLOR.jpg",".jpg","315.4","False","Melting Monster Grin","melting-monster-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Monster Grin COLOR.jpg"
"Melting Monster Grin ORIGINAL.jpg",".jpg","246.3","True","Melting Monster Grin","melting-monster-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Melting Monster Grin ORIGINAL.jpg"
"Mentadusa B&W.jpg",".jpg","284.3","True","Mentadusa","mentadusa.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mentadusa B&W.jpg"
"Mentadusa COLOR.jpg",".jpg","323.5","False","Mentadusa","mentadusa.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mentadusa COLOR.jpg"
"Mentadusa ORIGINAL.jpg",".jpg","326.3","True","Mentadusa","mentadusa.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mentadusa ORIGINAL.jpg"
"Mickey Eyes Grin 1 COLOR.png",".png","159.4","True","Mickey Eyes Grin 1","mickey-eyes-grin-1.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Eyes Grin 1 COLOR.png"
"Mickey Eyes Grin 2 COLOR.png",".png","159.4","True","Mickey Eyes Grin 2","mickey-eyes-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Eyes Grin 2 COLOR.png"
"Mickey Grin head B&W.jpg",".jpg","187.7","True","Mickey Grin","mickey-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin head B&W.jpg"
"Mickey Grin head COLOR.jpg",".jpg","230.3","True","Mickey Grin","mickey-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin head COLOR.jpg"
"Mickey Grin head ORIGINAL.jpg",".jpg","155.4","True","Mickey Grin","mickey-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin head ORIGINAL.jpg"
"Mickey Grin ORIGINAL COLOR.jpg",".jpg","130.1","False","Mickey Grin","mickey-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin ORIGINAL COLOR.jpg"
"Mickey Grin side view 1 COLOR.png",".png","147.8","True","Mickey Grin","mickey-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin side view 1 COLOR.png"
"Mickey Grin side view 2 COLOR.png",".png","149.3","True","Mickey Grin","mickey-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Grin side view 2 COLOR.png"
"Mickey Mouse Grin 2 B&W.jpg",".jpg","287.4","False","Mickey Mouse Grin 2","mickey-mouse-grin-2.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin 2 B&W.jpg"
"Mickey Mouse Grin 2 ORIGINAL.jpg",".jpg","168.7","True","Mickey Mouse Grin 2","mickey-mouse-grin-2.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin 2 ORIGINAL.jpg"
"Mickey Mouse Grin back B&W.jpg",".jpg","468.7","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin back B&W.jpg"
"Mickey Mouse Grin back COLOR.jpg",".jpg","196.7","True","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin back COLOR.jpg"
"Mickey Mouse Grin back ORIGINAL.jpg",".jpg","140.6","True","Mickey Mouse Grin","mickey-mouse-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin back ORIGINAL.jpg"
"Mickey Mouse Grin COLOR.png",".png","114.7","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin COLOR.png"
"Mickey Mouse Grin Flying B&W.jpg",".jpg","462.4","False","Mickey Mouse Grin Flying","mickey-mouse-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying B&W.jpg"
"Mickey Mouse Grin Flying COLOR.1.jpg",".jpg","295.6","False","Mickey Mouse Grin Flying COLOR.1","mickey-mouse-grin-flying-color-1.html","Digitized Versions","False","Likely create new page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying COLOR.1.jpg"
"Mickey Mouse Grin Flying COLOR.jpg",".jpg","295.6","False","Mickey Mouse Grin Flying","mickey-mouse-grin-flying.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying COLOR.jpg"
"Mickey Mouse Grin Flying ORIGINAL.jpg",".jpg","337","True","Mickey Mouse Grin Flying","mickey-mouse-grin-flying.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin Flying ORIGINAL.jpg"
"Mickey Mouse Grin left side COLOR.jpg",".jpg","390.1","False","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin left side COLOR.jpg"
"Mickey Mouse Grin left side ORIGINAL.jpg",".jpg","154.1","True","Mickey Mouse Grin","mickey-mouse-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin left side ORIGINAL.jpg"
"Mickey Mouse Grin ORIGINAL.jpg",".jpg","245.1","True","Mickey Mouse Grin","mickey-mouse-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin ORIGINAL.jpg"
"Mickey Mouse Grin right side B&W.jpg",".jpg","130.6","True","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin right side B&W.jpg"
"Mickey Mouse Grin right side COLOR.jpg",".jpg","159","True","Mickey Mouse Grin","mickey-mouse-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin right side COLOR.jpg"
"Mickey Mouse Grin right side ORIGINAL.jpg",".jpg","149.4","True","Mickey Mouse Grin","mickey-mouse-grin.html","Original Drawing","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mickey Mouse Grin right side ORIGINAL.jpg"
"Mishka Eyeball Grin B&W.jpg",".jpg","327.6","False","Mishka Eyeball Grin","mishka-eyeball-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mishka Eyeball Grin B&W.jpg"
"Mishka Eyeball Grin COLOR.jpg",".jpg","150.4","True","Mishka Eyeball Grin","mishka-eyeball-grin.html","Digitized Versions","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mishka Eyeball Grin COLOR.jpg"
"Mishka Eyeball Grin ORIGINAL COLOR.jpg",".jpg","121.6","True","Mishka Eyeball Grin","mishka-eyeball-grin.html","Original Drawing","True","Add to existing page","Contains ORIGINAL COLOR: review whether original, color study, digitized version, or collector card.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mishka Eyeball Grin ORIGINAL COLOR.jpg"
"Mishka Eyeball Grin ORIGINAL.jpg",".jpg","143.8","True","Mishka Eyeball Grin","mishka-eyeball-grin.html","Original Drawing","True","Add to existing page","","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Mishka Eyeball Grin ORIGINAL.jpg"
"Modzilla Grin Front B&W.jpg",".jpg","413.5","False","Modzilla Grin","modzilla-grin.html","Digitized Versions","True","Add to existing page","Filename suggests a view/turnaround or part-specific image.","D:\github\ron-english-sketches-and-drawings\images\Sketches\grins\Modzilla Grin Front B&W.jpg"
